name,position,country,height,date_of_birth,season,club_name
Nabili Zoubdi Touaizi,Forward,Morocco,,01/02/2001,2018/2019,Manchester City
Armando Broja,Forward,Albania,191cm,10/09/2001,2021/2022,Southampton (Loan)
Armando Broja,Forward,Albania,191cm,10/09/2001,2021/2022,Chelsea
Armando Broja,Forward,Albania,191cm,10/09/2001,2020/2021,Chelsea
Armando Broja,Forward,Albania,191cm,10/09/2001,2019/2020,Chelsea
Pepe Reina,Goalkeeper,Spain,188cm,31/08/1982,2020/2021,Aston Villa (Loan)
Pepe Reina,Goalkeeper,Spain,188cm,31/08/1982,2019/2020,Aston Villa (Loan)
Mark Bunn,Goalkeeper,England,183cm,16/11/1984,2019/2020,Aston Villa
Arthur Masuaku,Defender,DR Congo,179cm,07/11/1993,2021/2022,West Ham United
Arthur Masuaku,Defender,DR Congo,179cm,07/11/1993,2020/2021,West Ham United
Arthur Masuaku,Defender,DR Congo,179cm,07/11/1993,2019/2020,West Ham United
Arthur Masuaku,Defender,DR Congo,179cm,07/11/1993,2018/2019,West Ham United
Emiliano Marcondes,Midfielder,Denmark,182cm,09/03/1995,2021/2022,Brentford
Reece Hannam,Defender,England,,11/09/2000,2021/2022,Crystal Palace
Reece Hannam,Defender,England,,11/09/2000,2021/2022,Crystal Palace
Reece Hannam,Defender,England,,11/09/2000,2020/2021,Crystal Palace
Odeluga Offiah,Defender,England,,26/10/2002,2021/2022,Brighton & Hove Albion
Cenk Tosun,Forward,Turkey,183cm,07/06/1991,2021/2022,Everton
Cenk Tosun,Forward,Turkey,183cm,07/06/1991,2020/2021,Everton
Cenk Tosun,Forward,Turkey,183cm,07/06/1991,2019/2020,Crystal Palace (Loan)
Cenk Tosun,Forward,Turkey,183cm,07/06/1991,2019/2020,Everton
Cenk Tosun,Forward,Turkey,183cm,07/06/1991,2019/2020,Everton (Loan)
Cenk Tosun,Forward,Turkey,183cm,07/06/1991,2018/2019,Everton (Loan)
Oliver Skipp,Midfielder,England,175cm,16/09/2000,2021/2022,Norwich City (Loan)
Oliver Skipp,Midfielder,England,175cm,16/09/2000,2021/2022,Tottenham Hotspur
Oliver Skipp,Midfielder,England,175cm,16/09/2000,2020/2021,Tottenham Hotspur
Oliver Skipp,Midfielder,England,175cm,16/09/2000,2019/2020,Tottenham Hotspur
Oliver Skipp,Midfielder,England,175cm,16/09/2000,2018/2019,Tottenham Hotspur
Barry Douglas,Defender,Scotland,176cm,04/09/1989,2020/2021,Leeds United
Barry Douglas,Defender,Scotland,176cm,04/09/1989,2018/2019,Wolverhampton Wanderers
Ozan Kabak,Defender,Turkey,186cm,25/03/2000,2021/2022,Norwich City (Loan)
Ozan Kabak,Defender,Turkey,186cm,25/03/2000,2021/2022,Liverpool (Loan)
Ozan Kabak,Defender,Turkey,186cm,25/03/2000,2020/2021,Liverpool (Loan)
Charlie Patino,Midfielder,England,,17/10/2003,2021/2022,Arsenal
Oliver Casey,Defender,England,188cm,14/10/2000,2021/2022,Leeds United
Oliver Casey,Defender,England,188cm,14/10/2000,2020/2021,Leeds United
Oliver Casey,Defender,England,188cm,14/10/2000,2020/2021,Leeds United
Layton Stewart,Forward,England,,03/09/2002,2020/2021,Liverpool
Layton Stewart,Forward,England,,03/09/2002,2019/2020,Liverpool
Ryan Bennett,Defender,England,188cm,06/03/1990,2020/2021,Leicester City (Loan)
Ryan Bennett,Defender,England,188cm,06/03/1990,2019/2020,Leicester City (Loan)
Ryan Bennett,Defender,England,188cm,06/03/1990,2019/2020,Wolverhampton Wanderers
Ryan Bennett,Defender,England,188cm,06/03/1990,2018/2019,Wolverhampton Wanderers
David Martin,Goalkeeper,England,185cm,22/01/1986,2021/2022,West Ham United
David Martin,Goalkeeper,England,185cm,22/01/1986,2020/2021,West Ham United
David Martin,Goalkeeper,England,185cm,22/01/1986,2019/2020,West Ham United
Max Sanders,Midfielder,England,175cm,04/01/1999,2020/2021,Brighton and Hove Albion
Max Sanders,Midfielder,England,175cm,04/01/1999,2019/2020,Brighton & Hove Albion
Max Sanders,Midfielder,England,175cm,04/01/1999,2018/2019,Brighton & Hove Albion
Pape Sarr,Midfielder,Senegal,185cm,14/09/2002,2021/2022,Tottenham Hotspur
Stipe Perica,Forward,Croatia,192cm,07/07/1995,2021/2022,Watford
Ki Sung-Yeung,Midfielder,South Korea,189cm,24/01/1989,2019/2020,Newcastle United
Ki Sung-Yeung,Midfielder,South Korea,189cm,24/01/1989,2018/2019,Newcastle United
Leon Clarke,Forward,England,188cm,10/02/1985,2020/2021,Sheffield United
Leon Clarke,Forward,England,188cm,10/02/1985,2019/2020,Sheffield United
James Hillson,Goalkeeper,England,,14/01/2001,2021/2022,Arsenal
James Hillson,Goalkeeper,England,,14/01/2001,2020/2021,Arsenal
Reece James,Defender,England,182cm,08/12/1999,2021/2022,Chelsea U21
Reece James,Defender,England,182cm,08/12/1999,2020/2021,Chelsea U21
Reece James,Defender,England,182cm,08/12/1999,2019/2020,Chelsea U21
Mads Bech Sørensen,Defender,Denmark,189cm,07/01/1999,2021/2022,Brentford
Pierre-Emile Højbjerg,Midfielder,Denmark,187cm,05/08/1995,2021/2022,Tottenham Hotspur
Pierre-Emile Højbjerg,Midfielder,Denmark,187cm,05/08/1995,2020/2021,Tottenham Hotspur
Pierre-Emile Højbjerg,Midfielder,Denmark,187cm,05/08/1995,2020/2021,Southampton
Pierre-Emile Højbjerg,Midfielder,Denmark,187cm,05/08/1995,2019/2020,Southampton
Pierre-Emile Højbjerg,Midfielder,Denmark,187cm,05/08/1995,2018/2019,Southampton
Benjamin White,Defender,England,182cm,08/10/1997,2021/2022,Arsenal
Benjamin White,Defender,England,182cm,08/10/1997,2021/2022,Brighton and Hove Albion
Benjamin White,Defender,England,182cm,08/10/1997,2020/2021,Leeds United (Loan)
Benjamin White,Defender,England,182cm,08/10/1997,2020/2021,Brighton and Hove Albion
Benjamin White,Defender,England,182cm,08/10/1997,2019/2020,Brighton and Hove Albion
Benjamin White,Defender,England,182cm,08/10/1997,2018/2019,Brighton and Hove Albion
Juninho Bacuna,Midfielder,Curacao,178cm,07/08/1997,2018/2019,Huddersfield Town
Kane O'Connor,Defender,Scotland,,17/01/2001,2021/2022,Brentford
Matthew Kennedy,Midfielder,Northern Ireland,175cm,01/11/1994,2018/2019,Cardiff City
Derek Agyakwa,Defender,Netherlands,,19/12/2001,2021/2022,Watford
Derek Agyakwa,Defender,Netherlands,,19/12/2001,2021/2022,Watford
Tim Krul,Goalkeeper,Netherlands,188cm,03/04/1988,2021/2022,Norwich City
Tim Krul,Goalkeeper,Netherlands,188cm,03/04/1988,2019/2020,Norwich City
Tim Krul,Goalkeeper,Netherlands,188cm,03/04/1988,2018/2019,Brighton and Hove Albion
Vontae Daley-Campbell,Defender,England,,02/04/2001,2021/2022,Leicester City
Vontae Daley-Campbell,Defender,England,,02/04/2001,2021/2022,Leicester City
Vontae Daley-Campbell,Defender,England,,02/04/2001,2021/2022,Leicester City
Vontae Daley-Campbell,Defender,England,,02/04/2001,2020/2021,Leicester City
Vontae Daley-Campbell,Defender,England,,02/04/2001,2020/2021,Leicester City
Vontae Daley-Campbell,Defender,England,,02/04/2001,2019/2020,Leicester City
Ezequiel Schelotto,Defender,Argentina,187cm,23/05/1989,2020/2021,Brighton and Hove Albion
Ezequiel Schelotto,Defender,Argentina,187cm,23/05/1989,2019/2020,Brighton and Hove Albion
Ezequiel Schelotto,Defender,Argentina,187cm,23/05/1989,2018/2019,Brighton and Hove Albion
Juan Mata,Midfielder,Spain,170cm,28/04/1988,2021/2022,Manchester United
Juan Mata,Midfielder,Spain,170cm,28/04/1988,2021/2022,Manchester United
Juan Mata,Midfielder,Spain,170cm,28/04/1988,2020/2021,Manchester United
Juan Mata,Midfielder,Spain,170cm,28/04/1988,2019/2020,Manchester United
Juan Mata,Midfielder,Spain,170cm,28/04/1988,2018/2019,Manchester United
Philip Billing,Midfielder,Denmark,193cm,11/06/1996,2019/2020,AFC Bournemouth
Philip Billing,Midfielder,Denmark,193cm,11/06/1996,2018/2019,Huddersfield Town
Dejan Kulusevski,Midfielder,Sweden,186cm,25/04/2000,2021/2022,Tottenham Hotspur (Loan)
Kyle Scott,Midfielder,United States,172cm,22/12/1997,2018/2019,Chelsea
Sander Berge,Midfielder,Norway,195cm,14/02/1998,2020/2021,Sheffield United
Sander Berge,Midfielder,Norway,195cm,14/02/1998,2019/2020,Sheffield United
Gavin Kilkenny,Midfielder,Ireland,,01/02/2000,2019/2020,AFC Bournemouth
Rayan Aït-Nouri,Defender,France,179cm,06/06/2001,2021/2022,Wolverhampton Wanderers
Rayan Aït-Nouri,Defender,France,179cm,06/06/2001,2021/2022,Wolverhampton Wanderers (Loan)
Rayan Aït-Nouri,Defender,France,179cm,06/06/2001,2020/2021,Wolverhampton Wanderers (Loan)
Sil Swinkels,Defender,Netherlands,,06/01/2004,2021/2022,Aston Villa U21
Sil Swinkels,Defender,Netherlands,,06/01/2004,2021/2022,Aston Villa
Sil Swinkels,Defender,Netherlands,,06/01/2004,2020/2021,Aston Villa U21
Jordan Hugill,Forward,England,183cm,04/06/1992,2021/2022,Norwich City
Jordan Hugill,Forward,England,183cm,04/06/1992,2019/2020,West Ham United
Jordan Hugill,Forward,England,183cm,04/06/1992,2018/2019,West Ham United
Conor Hourihane,Midfielder,Ireland,180cm,02/02/1991,2021/2022,Aston Villa
Conor Hourihane,Midfielder,Ireland,180cm,02/02/1991,2020/2021,Aston Villa
Conor Hourihane,Midfielder,Ireland,180cm,02/02/1991,2019/2020,Aston Villa
Nick Pope,Goalkeeper,England,191cm,19/04/1992,2021/2022,Burnley
Nick Pope,Goalkeeper,England,191cm,19/04/1992,2020/2021,Burnley
Nick Pope,Goalkeeper,England,191cm,19/04/1992,2019/2020,Burnley
Nick Pope,Goalkeeper,England,191cm,19/04/1992,2018/2019,Burnley
Brad Smith,Defender,Australia,178cm,09/04/1994,2018/2019,AFC Bournemouth
Cheikh Diaby,Forward,France,,07/03/2000,2020/2021,West Bromwich Albion
Christian Fuchs,Defender,Austria,187cm,07/04/1986,2021/2022,Leicester City
Christian Fuchs,Defender,Austria,187cm,07/04/1986,2020/2021,Leicester City
Christian Fuchs,Defender,Austria,187cm,07/04/1986,2019/2020,Leicester City
Christian Fuchs,Defender,Austria,187cm,07/04/1986,2018/2019,Leicester City
Jannik Vestergaard,Defender,Denmark,199cm,03/08/1992,2021/2022,Leicester City
Jannik Vestergaard,Defender,Denmark,199cm,03/08/1992,2021/2022,Southampton
Jannik Vestergaard,Defender,Denmark,199cm,03/08/1992,2020/2021,Southampton
Jannik Vestergaard,Defender,Denmark,199cm,03/08/1992,2019/2020,Southampton
Jannik Vestergaard,Defender,Denmark,199cm,03/08/1992,2018/2019,Southampton
Martín Montoya,Defender,Spain,175cm,14/04/1991,2020/2021,Brighton and Hove Albion
Martín Montoya,Defender,Spain,175cm,14/04/1991,2019/2020,Brighton and Hove Albion
Martín Montoya,Defender,Spain,175cm,14/04/1991,2018/2019,Brighton and Hove Albion
Ben Chilwell,Defender,England,178cm,21/12/1996,2021/2022,Chelsea
Ben Chilwell,Defender,England,178cm,21/12/1996,2020/2021,Chelsea
Ben Chilwell,Defender,England,178cm,21/12/1996,2020/2021,Leicester City
Ben Chilwell,Defender,England,178cm,21/12/1996,2019/2020,Leicester City
Ben Chilwell,Defender,England,178cm,21/12/1996,2018/2019,Leicester City
Lewis Gordon,Defender,England,,12/02/2001,2021/2022,Brentford
Lewis Gordon,Defender,England,,12/02/2001,2021/2022,Brentford
Harry Kane,Forward,England,188cm,28/07/1993,2021/2022,Tottenham Hotspur
Harry Kane,Forward,England,188cm,28/07/1993,2020/2021,Tottenham Hotspur
Harry Kane,Forward,England,188cm,28/07/1993,2019/2020,Tottenham Hotspur
Harry Kane,Forward,England,188cm,28/07/1993,2018/2019,Tottenham Hotspur
Jakub Stolarczyk,Goalkeeper,Poland,,19/12/2000,2021/2022,Leicester City
Jakub Stolarczyk,Goalkeeper,Poland,,19/12/2000,2021/2022,Leicester City
Jakub Stolarczyk,Goalkeeper,Poland,,19/12/2000,2020/2021,Leicester City
Jakub Stolarczyk,Goalkeeper,Poland,,19/12/2000,2020/2021,Leicester City
Jordy Hiwula-Mayifuila,Forward,England,178cm,21/09/1994,2018/2019,Huddersfield Town
Bernd Leno,Goalkeeper,Germany,190cm,04/03/1992,2021/2022,Arsenal
Bernd Leno,Goalkeeper,Germany,190cm,04/03/1992,2020/2021,Arsenal
Bernd Leno,Goalkeeper,Germany,190cm,04/03/1992,2019/2020,Arsenal
Bernd Leno,Goalkeeper,Germany,190cm,04/03/1992,2018/2019,Arsenal
Gonzalo Higuaín,Forward,Argentina,186cm,10/12/1987,2019/2020,Chelsea (Loan)
Gonzalo Higuaín,Forward,Argentina,186cm,10/12/1987,2018/2019,Chelsea (Loan)
Daniel Jebbison,Forward,England,190cm,11/07/2003,2020/2021,Sheffield United
Ross McCormack,Forward,Scotland,175cm,18/08/1986,2019/2020,Aston Villa
Bendeguz Bolla,Defender,Hungary,,22/11/1999,2021/2022,Wolverhampton Wanderers
Ola Aina,Defender,Nigeria,184cm,08/10/1996,2020/2021,Fulham (Loan)
Ola Aina,Defender,Nigeria,184cm,08/10/1996,2019/2020,Chelsea
Ola Aina,Defender,Nigeria,184cm,08/10/1996,2018/2019,Chelsea
Laurens De Bock,Defender,Belgium,179cm,07/11/1992,2021/2022,Leeds United
Laurens De Bock,Defender,Belgium,179cm,07/11/1992,2020/2021,Leeds United
Jeremy Ngakia,Defender,England,,07/09/2000,2021/2022,Watford
Jeremy Ngakia,Defender,England,,07/09/2000,2019/2020,West Ham United
Hal Robson-Kanu,Forward,Wales,183cm,21/05/1989,2020/2021,West Bromwich Albion
Jarell Quansah,Defender,England,,29/01/2003,2021/2022,Liverpool
Lewis Richardson,Forward,England,,07/02/2003,2021/2022,Burnley
Lewis Richardson,Forward,England,,07/02/2003,2021/2022,Burnley
Lewis Richardson,Forward,England,,07/02/2003,2020/2021,Burnley
Lewis Richardson,Forward,England,,07/02/2003,2020/2021,Burnley
Lewis Richardson,Forward,England,,07/02/2003,2019/2020,Burnley
Crysencio Summerville,Midfielder,Netherlands,174cm,30/10/2001,2021/2022,Leeds United
Crysencio Summerville,Midfielder,Netherlands,174cm,30/10/2001,2021/2022,Leeds United U21
Crysencio Summerville,Midfielder,Netherlands,174cm,30/10/2001,2020/2021,Leeds United U21
Josh Onomah,Midfielder,England,185cm,27/04/1997,2020/2021,Fulham
Josh Onomah,Midfielder,England,185cm,27/04/1997,2019/2020,Tottenham Hotspur
James Norris,Defender,England,,04/04/2003,2021/2022,Liverpool
James Norris,Defender,England,,04/04/2003,2020/2021,Liverpool
James Norris,Defender,England,,04/04/2003,2019/2020,Liverpool
Grant Hanley,Defender,Scotland,187cm,20/11/1991,2021/2022,Norwich City
Grant Hanley,Defender,Scotland,187cm,20/11/1991,2019/2020,Norwich City
Frank Onyeka,Midfielder,Nigeria,183cm,01/01/1998,2021/2022,Brentford
Frank Onyeka,Midfielder,Nigeria,183cm,01/01/1998,2021/2022,Brentford
Jesús Vallejo,Defender,Spain,184cm,05/01/1997,2019/2020,Wolverhampton Wanderers (Loan)
Conor Shaughnessy,Midfielder,Ireland,191cm,30/06/1996,2020/2021,Leeds United
Samuel Kalu,Forward,Nigeria,176cm,26/08/1997,2021/2022,Watford
Luke McCormick,Midfielder,England,,21/01/1999,2020/2021,Chelsea U21
Claudio Gomes,Midfielder,France,164cm,23/07/2000,2021/2022,Manchester City
Claudio Gomes,Midfielder,France,164cm,23/07/2000,2021/2022,Manchester City
Claudio Gomes,Midfielder,France,164cm,23/07/2000,2021/2022,Manchester City
Claudio Gomes,Midfielder,France,164cm,23/07/2000,2020/2021,Manchester City
Claudio Gomes,Midfielder,France,164cm,23/07/2000,2019/2020,Manchester City
Claudio Gomes,Midfielder,France,164cm,23/07/2000,2018/2019,Manchester City
Paul Glatzel,Forward,England,,20/02/2001,2019/2020,Liverpool
Japhet Tanganga,Defender,England,184cm,31/03/1999,2021/2022,Tottenham Hotspur U21
Japhet Tanganga,Defender,England,184cm,31/03/1999,2020/2021,Tottenham Hotspur U21
Japhet Tanganga,Defender,England,184cm,31/03/1999,2019/2020,Tottenham Hotspur U21
Japhet Tanganga,Defender,England,184cm,31/03/1999,2018/2019,Tottenham Hotspur
Leo Fuhr Hjelde,Defender,Norway,188cm,26/08/2003,2021/2022,Leeds United
Mungo Bridge,Forward,England,,12/09/2000,2021/2022,Aston Villa
Mungo Bridge,Forward,England,,12/09/2000,2020/2021,Aston Villa
Meritan Shabani,Midfielder,Germany,185cm,15/03/1999,2021/2022,Wolverhampton Wanderers
Meritan Shabani,Midfielder,Germany,185cm,15/03/1999,2020/2021,Wolverhampton Wanderers
Meritan Shabani,Midfielder,Germany,185cm,15/03/1999,2020/2021,Wolverhampton Wanderers
Meritan Shabani,Midfielder,Germany,185cm,15/03/1999,2019/2020,Wolverhampton Wanderers
Sullay Kaikai,Forward,Sierra Leone,182cm,26/08/1995,2019/2020,Crystal Palace
Sullay Kaikai,Forward,Sierra Leone,182cm,26/08/1995,2018/2019,Crystal Palace
Willy Boly,Defender,Cote D’Ivoire,195cm,03/02/1991,2021/2022,Wolverhampton Wanderers
Willy Boly,Defender,Cote D’Ivoire,195cm,03/02/1991,2020/2021,Wolverhampton Wanderers
Willy Boly,Defender,Cote D’Ivoire,195cm,03/02/1991,2019/2020,Wolverhampton Wanderers
Willy Boly,Defender,Cote D’Ivoire,195cm,03/02/1991,2018/2019,Wolverhampton Wanderers
Oliver McBurnie,Forward,Scotland,188cm,04/06/1996,2020/2021,Sheffield United
Oliver McBurnie,Forward,Scotland,188cm,04/06/1996,2019/2020,Sheffield United
Edo Kayembe,Midfielder,DR Congo,183cm,03/06/1998,2021/2022,Watford
Diego Rico,Defender,Spain,183cm,23/02/1993,2019/2020,AFC Bournemouth
Diego Rico,Defender,Spain,183cm,23/02/1993,2018/2019,AFC Bournemouth
Roderick Miranda,Defender,Portugal,191cm,30/03/1991,2019/2020,Wolverhampton Wanderers
Roderick Miranda,Defender,Portugal,191cm,30/03/1991,2018/2019,Wolverhampton Wanderers
Kelechi Iheanacho,Forward,Nigeria,185cm,03/10/1996,2021/2022,Leicester City
Kelechi Iheanacho,Forward,Nigeria,185cm,03/10/1996,2020/2021,Leicester City
Kelechi Iheanacho,Forward,Nigeria,185cm,03/10/1996,2019/2020,Leicester City
Kelechi Iheanacho,Forward,Nigeria,185cm,03/10/1996,2018/2019,Leicester City
Bryce Hosannah,Defender,England,,08/04/1999,2020/2021,Leeds United
Romelu Lukaku,Forward,Belgium,190cm,13/05/1993,2021/2022,Chelsea
Romelu Lukaku,Forward,Belgium,190cm,13/05/1993,2019/2020,Manchester United
Romelu Lukaku,Forward,Belgium,190cm,13/05/1993,2018/2019,Manchester United
Kieran Dowell,Midfielder,England,175cm,10/10/1997,2021/2022,Norwich City
Kieran Dowell,Midfielder,England,175cm,10/10/1997,2019/2020,Sheffield United (Loan)
Kieran Dowell,Midfielder,England,175cm,10/10/1997,2019/2020,Everton
Kieran Dowell,Midfielder,England,175cm,10/10/1997,2018/2019,Everton
Zak Swanson,Defender,England,,28/09/2000,2021/2022,Arsenal
Todd Cantwell,Midfielder,England,177cm,27/02/1998,2021/2022,Norwich City
Todd Cantwell,Midfielder,England,177cm,27/02/1998,2019/2020,Norwich City
Julio Pleguezuelo,Defender,Spain,180cm,26/01/1997,2019/2020,Arsenal
Julio Pleguezuelo,Defender,Spain,180cm,26/01/1997,2018/2019,Arsenal
Nathan Broadhead,Forward,Wales,178cm,05/04/1998,2021/2022,Everton
Nathan Broadhead,Forward,Wales,178cm,05/04/1998,2020/2021,Everton
Nathan Broadhead,Forward,Wales,178cm,05/04/1998,2018/2019,Everton
Sergio Reguilón,Defender,Spain,178cm,16/12/1996,2021/2022,Tottenham Hotspur
Sergio Reguilón,Defender,Spain,178cm,16/12/1996,2020/2021,Tottenham Hotspur
Ken Sema,Midfielder,Sweden,180cm,30/09/1993,2021/2022,Watford
Ken Sema,Midfielder,Sweden,180cm,30/09/1993,2019/2020,Watford
Ken Sema,Midfielder,Sweden,180cm,30/09/1993,2018/2019,Watford
Brennan Camp,Defender,Scotland,,12/10/2000,2019/2020,AFC Bournemouth
Ederson,Goalkeeper,Brazil,188cm,17/08/1993,2021/2022,Manchester City
Ederson,Goalkeeper,Brazil,188cm,17/08/1993,2020/2021,Manchester City
Ederson,Goalkeeper,Brazil,188cm,17/08/1993,2019/2020,Manchester City
Ederson,Goalkeeper,Brazil,188cm,17/08/1993,2018/2019,Manchester City
Conor Bradley,Midfielder,Northern Ireland,,09/07/2003,2021/2022,Liverpool
Conor Bradley,Midfielder,Northern Ireland,,09/07/2003,2021/2022,Liverpool
Conor Bradley,Midfielder,Northern Ireland,,09/07/2003,2021/2022,Liverpool
Conor Bradley,Midfielder,Northern Ireland,,09/07/2003,2021/2022,Liverpool
Hugo Bueno,Defender,Spain,180cm,18/09/2002,2021/2022,Wolverhampton Wanderers
Hugo Bueno,Defender,Spain,180cm,18/09/2002,2021/2022,Wolverhampton Wanderers U21
Hugo Bueno,Defender,Spain,180cm,18/09/2002,2020/2021,Wolverhampton Wanderers U21
Thomas O'Connor,Midfielder,Ireland,,21/04/1999,2019/2020,Southampton
Christoph Zimmermann,Defender,Germany,194cm,12/01/1993,2021/2022,Norwich City
Christoph Zimmermann,Defender,Germany,194cm,12/01/1993,2019/2020,Norwich City
Aleix García,Midfielder,Spain,173cm,28/06/1997,2019/2020,Manchester City
Aleix García,Midfielder,Spain,173cm,28/06/1997,2018/2019,Manchester City
Billy Gilmour,Midfielder,Scotland,166cm,11/06/2001,2021/2022,Norwich City (Loan)
Billy Gilmour,Midfielder,Scotland,166cm,11/06/2001,2021/2022,Chelsea
Billy Gilmour,Midfielder,Scotland,166cm,11/06/2001,2020/2021,Chelsea
Billy Gilmour,Midfielder,Scotland,166cm,11/06/2001,2019/2020,Chelsea
Callum Wright,Midfielder,England,,02/05/2000,2019/2020,Leicester City
Harry Arter,Midfielder,Ireland,176cm,28/12/1989,2020/2021,Fulham (Loan)
Harry Arter,Midfielder,Ireland,176cm,28/12/1989,2019/2020,AFC Bournemouth
Harry Arter,Midfielder,Ireland,176cm,28/12/1989,2018/2019,Cardiff City (Loan)
Harry Arter,Midfielder,Ireland,176cm,28/12/1989,2018/2019,AFC Bournemouth
Angel Gomes,Midfielder,England,161cm,31/08/2000,2019/2020,Manchester United
Angel Gomes,Midfielder,England,161cm,31/08/2000,2018/2019,Manchester United
Jamal Baptiste,Defender,England,,11/11/2003,2021/2022,West Ham United
